Timestamp,"MB Fan #1","MB Fan #2","MB Fan #3","MB Fan #4","MB Fan #5","MB Temp #1","MB Temp #2","MB Temp #3","MB VCPU","CPU Package","CPU Load","GPU #1 Temp #1","GPU #1 Temp #2","GPU #1 Load","GPU #1 Memory Load","GPU #1 Video Engine","GPU #2 Fan","GPU #2 Temp #1","GPU #2 Temp #2","GPU #2 Temp #3","GPU #2 Load #1","GPU #2 Memory Load","GPU #2 Video Engine","HX1000i Fan","HX1000i Temp","HX1000i Efficiency","HX1000i 12V Voltage","HX1000i 12V Current","HX1000i 12V Power"
29/8/2025 20:42:03 PM,1179RPM,1486RPM,3260RPM,1182RPM,1201RPM,50.00°C,54.00°C,48.00°C,1.15V,54.25°C,51%,43.00°C,47.00°C,0%,0%,0%,1000RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1984RPM,37.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:42:08 PM,1173RPM,1491RPM,3308RPM,1187RPM,1202RPM,50.00°C,54.50°C,48.00°C,1.13V,54.63°C,50%,43.00°C,47.00°C,0%,0%,0%,1254RPM,88.00°C,86.00°C,69.00°C,98%,99%,0%,1952RPM,37.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:42:13 PM,1173RPM,1491RPM,3308RPM,1187RPM,1202RPM,50.00°C,54.50°C,48.00°C,1.13V,54.75°C,53%,43.00°C,47.00°C,0%,0%,0%,1254RPM,88.00°C,86.00°C,69.00°C,98%,99%,0%,1960RPM,37.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:42:18 PM,1186RPM,1486RPM,3206RPM,1182RPM,1203RPM,50.00°C,54.50°C,48.00°C,1.14V,56.75°C,51%,43.00°C,46.00°C,0%,0%,0%,1628RPM,90.00°C,85.00°C,68.00°C,99%,99%,0%,1968RPM,37.00°C,94W,11.90V,35.50A,422W
29/8/2025 20:42:23 PM,1185RPM,1491RPM,3229RPM,1194RPM,1204RPM,51.00°C,55.00°C,48.00°C,1.13V,54.38°C,50%,42.00°C,46.00°C,0%,0%,0%,1896RPM,88.00°C,83.00°C,66.00°C,100%,99%,0%,1960RPM,37.50°C,94W,11.90V,36.50A,434W
29/8/2025 20:42:28 PM,1172RPM,1472RPM,3260RPM,1182RPM,1204RPM,51.00°C,54.50°C,48.00°C,1.14V,54.50°C,50%,43.00°C,46.00°C,0%,0%,0%,1915RPM,88.00°C,82.00°C,65.00°C,99%,99%,0%,1960RPM,37.50°C,94W,11.90V,36.50A,434W
29/8/2025 20:42:33 PM,1172RPM,1472RPM,3260RPM,1182RPM,1204RPM,51.00°C,54.50°C,48.00°C,1.14V,54.75°C,53%,43.00°C,46.00°C,0%,0%,0%,1915RPM,88.00°C,82.00°C,65.00°C,99%,99%,0%,1968RPM,37.50°C,94W,11.80V,36.50A,431W
29/8/2025 20:42:38 PM,1166RPM,1467RPM,3206RPM,1178RPM,1223RPM,51.00°C,55.50°C,48.00°C,1.14V,55.00°C,50%,43.00°C,47.00°C,0%,0%,0%,1912RPM,86.00°C,80.00°C,64.00°C,97%,99%,0%,1968RPM,38.50°C,94W,11.90V,36.50A,434W
29/8/2025 20:42:43 PM,1168RPM,1486RPM,3245RPM,1178RPM,1204RPM,51.00°C,55.00°C,48.00°C,1.12V,54.25°C,49%,43.00°C,47.00°C,0%,0%,0%,1910RPM,86.00°C,80.00°C,62.00°C,99%,99%,0%,1984RPM,38.50°C,94W,11.80V,36.00A,425W
29/8/2025 20:42:48 PM,1166RPM,1465RPM,3229RPM,1176RPM,1223RPM,51.00°C,54.50°C,48.00°C,1.14V,54.88°C,52%,43.00°C,47.00°C,0%,0%,0%,1911RPM,84.00°C,79.00°C,61.00°C,99%,99%,0%,1984RPM,39.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:42:53 PM,1166RPM,1465RPM,3229RPM,1176RPM,1223RPM,51.00°C,54.50°C,48.00°C,1.14V,59.75°C,60%,43.00°C,47.00°C,0%,0%,0%,1911RPM,84.00°C,79.00°C,61.00°C,99%,99%,0%,1984RPM,39.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:42:58 PM,1187RPM,1584RPM,3229RPM,1181RPM,1203RPM,51.00°C,61.00°C,48.00°C,1.14V,59.25°C,54%,43.00°C,47.00°C,0%,0%,0%,1909RPM,84.00°C,79.00°C,60.00°C,90%,99%,0%,1960RPM,39.00°C,93W,11.90V,38.50A,458W
29/8/2025 20:43:03 PM,1167RPM,1546RPM,3221RPM,1187RPM,1221RPM,51.00°C,57.50°C,48.00°C,1.14V,57.75°C,56%,43.00°C,47.00°C,0%,0%,0%,1912RPM,84.00°C,77.00°C,61.00°C,98%,99%,0%,1968RPM,39.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:43:08 PM,1168RPM,1580RPM,3276RPM,1178RPM,1203RPM,51.00°C,58.00°C,48.00°C,1.14V,57.13°C,54%,43.00°C,47.00°C,0%,0%,0%,1915RPM,82.00°C,76.00°C,62.00°C,99%,99%,0%,1976RPM,39.00°C,94W,11.90V,37.00A,440W
29/8/2025 20:43:13 PM,1168RPM,1580RPM,3276RPM,1178RPM,1203RPM,51.00°C,58.00°C,48.00°C,1.14V,56.50°C,57%,43.00°C,47.00°C,0%,0%,0%,1915RPM,82.00°C,76.00°C,62.00°C,99%,99%,0%,1984RPM,39.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:43:18 PM,1179RPM,1516RPM,3253RPM,1189RPM,1223RPM,51.00°C,56.00°C,48.00°C,1.14V,57.13°C,60%,43.00°C,46.00°C,0%,0%,0%,1914RPM,82.00°C,76.00°C,61.00°C,99%,99%,0%,1984RPM,39.50°C,94W,11.90V,36.00A,428W
29/8/2025 20:43:23 PM,1174RPM,1544RPM,3375RPM,1192RPM,1202RPM,51.00°C,59.50°C,48.00°C,1.15V,59.88°C,70%,43.00°C,47.00°C,0%,0%,0%,1915RPM,82.00°C,76.00°C,59.00°C,99%,99%,0%,1984RPM,39.50°C,94W,11.90V,36.50A,434W
29/8/2025 20:43:28 PM,1173RPM,1580RPM,3206RPM,1188RPM,1223RPM,51.00°C,56.50°C,48.00°C,1.14V,57.00°C,56%,43.00°C,47.00°C,0%,0%,0%,1913RPM,82.00°C,76.00°C,59.00°C,99%,98%,0%,1968RPM,39.50°C,94W,11.90V,36.00A,428W
29/8/2025 20:43:33 PM,1173RPM,1580RPM,3206RPM,1188RPM,1223RPM,51.00°C,56.50°C,48.00°C,1.14V,56.00°C,55%,43.00°C,47.00°C,0%,0%,0%,1913RPM,82.00°C,76.00°C,59.00°C,99%,98%,0%,1960RPM,39.50°C,93W,11.90V,38.50A,458W
29/8/2025 20:43:38 PM,1186RPM,1486RPM,3229RPM,1175RPM,1203RPM,51.00°C,55.50°C,48.00°C,1.12V,55.38°C,56%,43.00°C,47.00°C,0%,0%,0%,1910RPM,80.00°C,75.00°C,59.00°C,99%,98%,0%,1984RPM,39.50°C,94W,11.90V,35.50A,422W
29/8/2025 20:43:43 PM,1185RPM,1472RPM,3284RPM,1188RPM,1223RPM,50.00°C,55.00°C,48.00°C,1.14V,55.63°C,53%,43.00°C,47.00°C,0%,0%,0%,1915RPM,80.00°C,75.00°C,58.00°C,98%,98%,0%,1952RPM,39.50°C,94W,11.90V,36.50A,434W
29/8/2025 20:43:48 PM,1185RPM,1472RPM,3284RPM,1188RPM,1223RPM,50.00°C,55.00°C,48.00°C,1.14V,65.75°C,68%,43.00°C,47.00°C,0%,0%,0%,1915RPM,80.00°C,75.00°C,58.00°C,98%,98%,0%,1976RPM,39.50°C,94W,11.80V,35.00A,413W
29/8/2025 20:43:53 PM,1181RPM,1985RPM,4141RPM,1191RPM,1202RPM,50.00°C,81.50°C,48.00°C,1.05V,76.88°C,69%,43.00°C,46.00°C,0%,0%,0%,1886RPM,80.00°C,74.00°C,59.00°C,88%,98%,0%,1952RPM,40.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:43:58 PM,1170RPM,1988RPM,3879RPM,1189RPM,1201RPM,50.00°C,72.50°C,48.00°C,1.12V,67.63°C,61%,42.00°C,46.00°C,0%,0%,0%,1891RPM,80.00°C,74.00°C,59.00°C,99%,99%,0%,1976RPM,39.50°C,94W,11.90V,37.00A,440W
29/8/2025 20:44:03 PM,1175RPM,1708RPM,3366RPM,1180RPM,1223RPM,50.00°C,61.00°C,48.00°C,1.10V,62.00°C,60%,43.00°C,46.00°C,0%,0%,0%,1883RPM,80.00°C,75.00°C,59.00°C,99%,98%,0%,1976RPM,39.50°C,94W,11.90V,36.00A,428W
29/8/2025 20:44:08 PM,1175RPM,1674RPM,3325RPM,1190RPM,1221RPM,50.00°C,59.00°C,48.00°C,1.15V,59.50°C,61%,43.00°C,46.00°C,0%,0%,0%,1885RPM,80.00°C,74.00°C,59.00°C,99%,98%,0%,1952RPM,40.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:44:13 PM,1175RPM,1674RPM,3325RPM,1190RPM,1221RPM,50.00°C,59.00°C,48.00°C,1.15V,56.13°C,54%,43.00°C,46.00°C,0%,0%,0%,1885RPM,80.00°C,74.00°C,59.00°C,99%,98%,0%,1976RPM,40.00°C,93W,11.90V,38.00A,452W
29/8/2025 20:44:18 PM,1175RPM,1505RPM,3161RPM,1181RPM,1202RPM,50.00°C,55.50°C,48.00°C,1.14V,56.25°C,56%,42.00°C,47.00°C,0%,0%,0%,1856RPM,80.00°C,74.00°C,59.00°C,99%,98%,0%,1976RPM,40.00°C,94W,11.90V,37.00A,440W
29/8/2025 20:44:23 PM,1175RPM,1485RPM,3161RPM,1190RPM,1221RPM,50.00°C,56.50°C,48.00°C,1.15V,55.13°C,53%,43.00°C,47.00°C,0%,0%,0%,1850RPM,80.00°C,74.00°C,59.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:44:28 PM,1185RPM,1493RPM,3139RPM,1181RPM,1203RPM,50.00°C,55.00°C,48.00°C,1.14V,55.75°C,57%,42.00°C,46.00°C,0%,0%,0%,1852RPM,78.00°C,75.00°C,58.00°C,99%,99%,0%,1960RPM,40.00°C,93W,11.90V,39.00A,464W
29/8/2025 20:44:33 PM,1185RPM,1493RPM,3139RPM,1181RPM,1203RPM,50.00°C,55.00°C,48.00°C,1.14V,56.63°C,58%,42.00°C,46.00°C,0%,0%,0%,1852RPM,78.00°C,75.00°C,58.00°C,99%,99%,0%,1968RPM,40.00°C,94W,11.80V,37.00A,437W
29/8/2025 20:44:38 PM,1165RPM,1506RPM,3229RPM,1176RPM,1204RPM,50.00°C,57.00°C,48.00°C,1.15V,56.25°C,53%,43.00°C,47.00°C,0%,0%,0%,1854RPM,78.00°C,75.00°C,58.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:44:43 PM,1184RPM,1486RPM,3300RPM,1193RPM,1202RPM,50.00°C,56.50°C,48.00°C,1.14V,56.38°C,55%,43.00°C,47.00°C,0%,0%,0%,1820RPM,78.00°C,73.00°C,59.00°C,99%,99%,0%,1968RPM,40.00°C,93W,11.90V,39.00A,464W
29/8/2025 20:44:48 PM,1176RPM,1485RPM,3161RPM,1176RPM,1203RPM,50.00°C,58.00°C,48.00°C,1.13V,58.38°C,63%,43.00°C,47.00°C,0%,0%,0%,1818RPM,80.00°C,74.00°C,59.00°C,100%,99%,0%,1984RPM,40.00°C,93W,11.90V,37.00A,440W
29/8/2025 20:44:53 PM,1173RPM,1510RPM,3199RPM,1176RPM,1202RPM,50.00°C,57.50°C,48.00°C,1.14V,57.75°C,60%,43.00°C,47.00°C,0%,0%,0%,1818RPM,78.00°C,74.00°C,58.00°C,100%,98%,0%,1968RPM,40.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:44:58 PM,1165RPM,1511RPM,3154RPM,1192RPM,1203RPM,50.00°C,56.50°C,48.00°C,1.14V,56.88°C,57%,43.00°C,47.00°C,0%,0%,0%,1818RPM,79.00°C,76.00°C,58.00°C,96%,99%,0%,1984RPM,40.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:45:03 PM,1166RPM,1491RPM,3221RPM,1188RPM,1203RPM,50.00°C,56.50°C,48.00°C,1.12V,56.75°C,57%,43.00°C,47.00°C,0%,0%,0%,1819RPM,80.00°C,75.00°C,58.00°C,99%,99%,0%,1960RPM,40.00°C,93W,11.90V,38.50A,458W
29/8/2025 20:45:08 PM,1185RPM,1503RPM,3139RPM,1181RPM,1221RPM,50.00°C,57.00°C,48.00°C,1.14V,56.50°C,57%,43.00°C,47.00°C,0%,0%,0%,1817RPM,78.00°C,74.00°C,58.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.80V,36.50A,431W
29/8/2025 20:45:13 PM,1165RPM,1486RPM,3169RPM,1194RPM,1202RPM,50.00°C,56.50°C,48.00°C,1.15V,57.38°C,61%,43.00°C,47.00°C,0%,0%,0%,1819RPM,78.00°C,74.00°C,58.00°C,97%,99%,0%,1968RPM,40.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:45:18 PM,1179RPM,1485RPM,3221RPM,1188RPM,1221RPM,50.00°C,57.00°C,48.00°C,1.14V,56.88°C,57%,42.00°C,47.00°C,0%,0%,0%,1819RPM,78.00°C,74.00°C,58.00°C,92%,99%,0%,1976RPM,40.00°C,94W,11.80V,37.00A,437W
29/8/2025 20:45:23 PM,1174RPM,1510RPM,3183RPM,1187RPM,1220RPM,50.00°C,57.00°C,48.00°C,1.15V,56.63°C,59%,43.00°C,47.00°C,0%,0%,0%,1819RPM,78.00°C,75.00°C,58.00°C,100%,99%,0%,1976RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:45:28 PM,1165RPM,1485RPM,3183RPM,1193RPM,1221RPM,50.00°C,56.00°C,48.00°C,1.13V,56.25°C,58%,43.00°C,47.00°C,0%,0%,0%,1760RPM,78.00°C,70.00°C,57.00°C,99%,98%,0%,1976RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:45:33 PM,1174RPM,1491RPM,3237RPM,1178RPM,1220RPM,49.00°C,56.00°C,48.00°C,1.14V,56.25°C,58%,43.00°C,47.00°C,0%,0%,0%,1707RPM,78.00°C,70.00°C,57.00°C,98%,99%,0%,1968RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:45:38 PM,1165RPM,1511RPM,3183RPM,1183RPM,1221RPM,50.00°C,56.00°C,48.00°C,1.14V,56.25°C,56%,44.00°C,47.00°C,0%,0%,0%,1660RPM,78.00°C,70.00°C,57.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,37.00A,440W
29/8/2025 20:45:43 PM,1186RPM,1506RPM,3169RPM,1193RPM,1221RPM,49.00°C,56.00°C,48.00°C,1.12V,56.13°C,57%,43.00°C,47.00°C,0%,0%,0%,1622RPM,78.00°C,70.00°C,57.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:45:48 PM,1165RPM,1491RPM,3260RPM,1185RPM,1202RPM,49.00°C,56.00°C,48.00°C,1.13V,55.88°C,55%,43.00°C,47.00°C,0%,0%,0%,1562RPM,78.00°C,69.00°C,58.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,32.50A,387W
29/8/2025 20:45:53 PM,1179RPM,1491RPM,3199RPM,1189RPM,1204RPM,49.00°C,56.00°C,48.00°C,1.16V,56.25°C,58%,43.00°C,47.00°C,0%,0%,0%,2195RPM,78.00°C,71.00°C,57.00°C,100%,99%,0%,1984RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:45:58 PM,1186RPM,1485RPM,3214RPM,1189RPM,1204RPM,49.00°C,56.50°C,48.00°C,1.14V,56.50°C,55%,43.00°C,47.00°C,0%,0%,0%,2331RPM,76.00°C,69.00°C,57.00°C,99%,99%,0%,1992RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:46:03 PM,1178RPM,1493RPM,3161RPM,1179RPM,1204RPM,49.00°C,58.00°C,48.00°C,1.12V,59.88°C,61%,43.00°C,47.00°C,0%,0%,0%,2321RPM,78.00°C,70.00°C,56.00°C,95%,99%,0%,1960RPM,40.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:46:08 PM,1180RPM,1582RPM,3300RPM,1187RPM,1221RPM,49.00°C,59.00°C,48.00°C,1.15V,57.38°C,60%,43.00°C,47.00°C,0%,0%,0%,2301RPM,76.00°C,67.00°C,56.00°C,100%,99%,0%,1960RPM,40.00°C,94W,11.80V,33.00A,389W
29/8/2025 20:46:13 PM,1180RPM,1591RPM,3276RPM,1182RPM,1203RPM,49.00°C,57.00°C,48.00°C,1.13V,56.38°C,55%,43.00°C,47.00°C,0%,0%,0%,2285RPM,76.00°C,69.00°C,55.00°C,99%,99%,0%,1968RPM,40.00°C,94W,11.80V,35.50A,419W
29/8/2025 20:46:18 PM,1180RPM,1506RPM,3183RPM,1183RPM,1203RPM,49.00°C,56.00°C,48.00°C,1.15V,56.13°C,56%,44.00°C,47.00°C,0%,0%,0%,2266RPM,76.00°C,68.00°C,54.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.80V,34.50A,407W
29/8/2025 20:46:23 PM,1186RPM,1488RPM,3221RPM,1179RPM,1204RPM,48.00°C,56.00°C,48.00°C,1.15V,55.75°C,58%,43.00°C,47.00°C,0%,0%,0%,2240RPM,76.00°C,67.00°C,54.00°C,99%,99%,0%,1984RPM,40.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:46:28 PM,1168RPM,1511RPM,3176RPM,1188RPM,1223RPM,48.00°C,56.00°C,48.00°C,1.14V,55.88°C,56%,44.00°C,47.00°C,0%,0%,0%,2236RPM,76.00°C,68.00°C,54.00°C,99%,99%,0%,1984RPM,40.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:46:33 PM,1187RPM,1486RPM,3206RPM,1186RPM,1203RPM,48.00°C,56.50°C,48.00°C,1.15V,57.00°C,61%,43.00°C,47.00°C,0%,0%,0%,2235RPM,74.00°C,67.00°C,54.00°C,99%,99%,0%,1960RPM,40.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:46:38 PM,1187RPM,1486RPM,3139RPM,1181RPM,1202RPM,48.00°C,56.00°C,48.00°C,1.13V,56.13°C,57%,43.00°C,47.00°C,0%,0%,0%,2236RPM,76.00°C,66.00°C,55.00°C,99%,99%,0%,1960RPM,40.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:46:43 PM,1180RPM,1485RPM,3229RPM,1178RPM,1202RPM,48.00°C,56.50°C,48.00°C,1.14V,56.00°C,56%,43.00°C,47.00°C,0%,0%,0%,2236RPM,74.00°C,67.00°C,53.00°C,99%,99%,0%,1960RPM,40.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:46:48 PM,1167RPM,1511RPM,3221RPM,1187RPM,1203RPM,48.00°C,56.50°C,48.00°C,1.14V,56.00°C,59%,43.00°C,47.00°C,0%,0%,0%,2211RPM,74.00°C,66.00°C,54.00°C,99%,99%,0%,1984RPM,40.50°C,94W,11.90V,34.50A,411W
29/8/2025 20:46:53 PM,1186RPM,1486RPM,3169RPM,1188RPM,1203RPM,48.00°C,56.50°C,48.00°C,1.14V,57.25°C,61%,43.00°C,47.00°C,0%,0%,0%,2206RPM,74.00°C,67.00°C,53.00°C,99%,99%,0%,1968RPM,40.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:46:58 PM,1175RPM,1485RPM,3161RPM,1192RPM,1202RPM,48.00°C,57.00°C,48.00°C,1.14V,57.25°C,58%,44.00°C,47.00°C,0%,0%,0%,2208RPM,74.00°C,65.00°C,54.00°C,99%,99%,0%,1984RPM,40.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:47:03 PM,1176RPM,1593RPM,3325RPM,1186RPM,1201RPM,48.00°C,58.50°C,48.00°C,1.10V,59.00°C,57%,43.00°C,47.00°C,0%,0%,0%,2180RPM,74.00°C,65.00°C,54.00°C,98%,99%,0%,1960RPM,40.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:47:08 PM,1179RPM,1578RPM,3341RPM,1189RPM,1201RPM,48.00°C,58.00°C,48.00°C,1.14V,58.38°C,31%,43.00°C,47.00°C,0%,0%,0%,2093RPM,72.00°C,64.00°C,54.00°C,97%,99%,0%,1960RPM,40.00°C,94W,11.90V,37.00A,440W
29/8/2025 20:47:13 PM,1176RPM,1578RPM,3325RPM,1180RPM,1220RPM,48.00°C,57.00°C,48.00°C,1.13V,57.25°C,57%,43.00°C,47.00°C,0%,0%,0%,2140RPM,72.00°C,65.00°C,53.00°C,97%,99%,0%,1984RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:47:18 PM,1187RPM,1510RPM,3206RPM,1176RPM,1220RPM,47.00°C,56.50°C,48.00°C,1.12V,56.50°C,51%,43.00°C,47.00°C,0%,0%,0%,2143RPM,72.00°C,65.00°C,54.00°C,98%,99%,0%,1968RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:47:23 PM,1187RPM,1513RPM,3154RPM,1180RPM,1221RPM,47.00°C,55.00°C,48.00°C,1.14V,55.38°C,53%,43.00°C,47.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.90V,30.50A,363W
29/8/2025 20:47:28 PM,1166RPM,1486RPM,3191RPM,1191RPM,1221RPM,47.00°C,56.00°C,48.00°C,1.14V,56.38°C,52%,43.00°C,47.00°C,0%,0%,0%,2177RPM,73.00°C,65.00°C,54.00°C,98%,99%,0%,1984RPM,40.00°C,94W,11.90V,32.00A,381W
29/8/2025 20:47:33 PM,1178RPM,1486RPM,3253RPM,1176RPM,1202RPM,47.00°C,56.50°C,48.00°C,1.14V,56.88°C,52%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,66.00°C,54.00°C,91%,99%,0%,1952RPM,40.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:47:38 PM,1186RPM,1493RPM,3169RPM,1174RPM,1202RPM,47.00°C,56.50°C,48.00°C,1.11V,56.75°C,53%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,66.00°C,54.00°C,98%,99%,0%,1984RPM,40.00°C,94W,11.80V,34.00A,401W
29/8/2025 20:47:43 PM,1175RPM,1511RPM,3161RPM,1180RPM,1202RPM,47.00°C,56.50°C,48.00°C,1.15V,56.75°C,52%,43.00°C,47.00°C,0%,0%,0%,2179RPM,72.00°C,65.00°C,54.00°C,97%,99%,0%,1960RPM,40.00°C,94W,11.90V,32.50A,387W
29/8/2025 20:47:48 PM,1179RPM,1491RPM,3229RPM,1176RPM,1201RPM,47.00°C,55.50°C,48.00°C,1.14V,55.50°C,47%,43.00°C,47.00°C,0%,0%,0%,2176RPM,72.00°C,65.00°C,53.00°C,99%,99%,0%,1968RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:47:53 PM,1179RPM,1511RPM,3161RPM,1176RPM,1221RPM,47.00°C,56.00°C,48.00°C,1.15V,56.00°C,54%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,66.00°C,54.00°C,98%,99%,0%,1984RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:47:58 PM,1180RPM,1511RPM,3176RPM,1191RPM,1221RPM,47.00°C,57.50°C,48.00°C,1.13V,57.50°C,56%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,66.00°C,54.00°C,99%,99%,0%,1968RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:48:03 PM,1176RPM,1486RPM,3237RPM,1191RPM,1220RPM,47.00°C,56.00°C,48.00°C,1.13V,57.13°C,57%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:48:08 PM,1179RPM,1511RPM,3161RPM,1190RPM,1201RPM,47.00°C,56.00°C,48.00°C,1.14V,56.25°C,53%,43.00°C,48.00°C,0%,0%,0%,2179RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.90V,36.00A,428W
29/8/2025 20:48:13 PM,1181RPM,1513RPM,3183RPM,1188RPM,1202RPM,47.00°C,55.50°C,48.00°C,1.13V,56.38°C,53%,43.00°C,47.00°C,0%,0%,0%,2177RPM,74.00°C,65.00°C,53.00°C,99%,99%,0%,1968RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:48:18 PM,1187RPM,1513RPM,3245RPM,1186RPM,1202RPM,47.00°C,56.00°C,48.00°C,1.14V,56.25°C,51%,43.00°C,47.00°C,0%,0%,0%,2145RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:48:23 PM,1167RPM,1490RPM,3245RPM,1180RPM,1202RPM,46.00°C,56.00°C,48.00°C,1.12V,56.00°C,55%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,65.00°C,54.00°C,97%,99%,0%,1952RPM,40.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:48:28 PM,1188RPM,1485RPM,3161RPM,1188RPM,1220RPM,46.00°C,55.50°C,48.00°C,1.14V,55.88°C,57%,43.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,65.00°C,53.00°C,98%,99%,0%,1960RPM,40.00°C,94W,11.80V,34.50A,407W
29/8/2025 20:48:33 PM,1167RPM,1511RPM,3214RPM,1175RPM,1220RPM,46.00°C,56.50°C,47.00°C,1.14V,56.38°C,55%,43.00°C,47.00°C,0%,0%,0%,2176RPM,72.00°C,65.00°C,53.00°C,98%,99%,0%,1952RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:48:38 PM,1175RPM,1486RPM,3214RPM,1189RPM,1220RPM,46.00°C,56.50°C,47.00°C,1.14V,55.75°C,50%,43.00°C,47.00°C,0%,0%,0%,2150RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:48:43 PM,1188RPM,1510RPM,3260RPM,1184RPM,1220RPM,46.00°C,56.50°C,47.00°C,1.15V,56.75°C,60%,43.00°C,47.00°C,0%,0%,0%,2148RPM,72.00°C,65.00°C,53.00°C,99%,99%,0%,1976RPM,40.00°C,94W,11.80V,33.50A,395W
29/8/2025 20:48:48 PM,1179RPM,1485RPM,3169RPM,1186RPM,1220RPM,46.00°C,57.00°C,47.00°C,1.14V,56.38°C,54%,44.00°C,47.00°C,0%,0%,0%,2177RPM,72.00°C,65.00°C,53.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:48:53 PM,1168RPM,1511RPM,3183RPM,1191RPM,1220RPM,46.00°C,56.00°C,47.00°C,1.11V,56.00°C,52%,43.00°C,47.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1952RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:48:58 PM,1188RPM,1505RPM,3183RPM,1179RPM,1201RPM,46.00°C,56.00°C,47.00°C,1.13V,56.00°C,54%,43.00°C,47.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1984RPM,40.00°C,94W,11.90V,35.00A,417W
29/8/2025 20:49:03 PM,1188RPM,1505RPM,3183RPM,1179RPM,1201RPM,46.00°C,56.00°C,47.00°C,1.13V,56.13°C,54%,43.00°C,47.00°C,0%,0%,0%,2175RPM,72.00°C,65.00°C,54.00°C,99%,99%,0%,1960RPM,40.00°C,94W,11.90V,34.00A,405W
